Back to ToC,Group2,Group3,Group4,Group5,Group6,Group7,Group8,Group9,Group10,Reference_ID,Value,Organization Subtype,Location Name,Location ID,Superior Organization Name,Superior_Organization_ID,Comments,Sup Org Manager,Inactive
5003039392,,,,,,,,,,NEW5003039392,Customs House-Restaurant Supervisor,Branch/Directorate,Brisbane City,S05,Customs House,NEW5003025614,,,
501,,,,,,,,,,SUP0000000496,Communications-Corporate Relations Manager,Branch/Directorate,St Lucia Campus,S01,Communications,NEW4963023123,,,
502,,,,,,,,,,SUP0000000496,Marketing-Video Production Manager,Branch/Directorate,St Lucia Campus,S01,Marketing,NEW4963043468,,,
502,,,,,,,,,,SUP0000000496,Marketing-Senior Marketing Officer,Branch/Directorate,St Lucia Campus,S01,Marketing,NEW4963046083,,,
504,,,,,,,,,,SUP000000051,Property and Facilities-Director of Central Area,Division,St Lucia Campus,S01,Property and Facilities,SUP00000001,,,
5043047846,,,,,,,,,,NEW5043047846,Property and Facilities-Office Manager,Division,St Lucia Campus,S01,Property and Facilities,SUP000000051,,,
5053021037,,,,,,,,,,NEW5053021037,Business and Sys (P&F)-Section Manager,Branch/Directorate,St Lucia Campus,S01,Business and Sys (P&F),SUP000000051,,,
5053022992,,,,,,,,,,NEW5053022992,Business and Sys (P&F)-General Assistant (Admin),Branch/Directorate,St Lucia Campus,S01,Business and Sys (P&F),SUP0000000504,,,
511,,,,,,,,,,SUP0000000504,Construction (P&F)-Associate Director,Branch/Directorate,St Lucia Campus,S01,Construction (P&F),SUP000000051,,,
5113047825,,,,,,,,,,NEW5113047825,Construction (P&F)-Senior Manager,Branch/Directorate,St Lucia Campus,S01,Construction (P&F),SUP0000000504,,,
5113047829,,,,,,,,,,NEW5113047829,Construction (P&F)-Senior Manager,Branch/Directorate,St Lucia Campus,S01,Construction (P&F),SUP0000000504,,,
5113047830,,,,,,,,,,NEW5113047830,Construction (P&F)-Senior Manager,Branch/Directorate,St Lucia Campus,S01,Construction (P&F),SUP0000000504,,,
5113047853,,,,,,,,,,NEW5113047853,"Construction (P&F)-Manager, Project Mgmt Office",Branch/Directorate,St Lucia Campus,S01,Construction (P&F),SUP0000000504,,,
5121019967,,,,,,,,,,NEW5121019967,Engineer Services (P&F)-Senior Digital Modeller,Branch/Directorate,St Lucia Campus,S01,Engineer Services (P&F),SUP0000000504,,,
512,,,,,,,,,,SUP0000000504,Engineer Services (P&F)-Associate Director,Branch/Directorate,St Lucia Campus,S01,Engineer Services (P&F),SUP000000051,,,
5121329299,,,,,,,,,,NEW5121329299,Engineer Services (P&F)-Principal Admin Officer,Branch/Directorate,St Lucia Campus,S01,Engineer Services (P&F),SUP0000000504,,,
5123047836,,,,,,,,,,NEW5123047836,Engineer Services (P&F)-Digi Modelling & Doc Officer T,Branch/Directorate,St Lucia Campus,S01,Engineer Services (P&F),SUP0000000504,,,
5123047841,,,,,,,,,,NEW5123047841,Engineer Services (P&F)-Administrative Manager,Branch/Directorate,St Lucia Campus,S01,Engineer Services (P&F),SUP0000000504,,,
5123047856,,,,,,,,,,NEW5123047856,Engineer Services (P&F)-Snr Electrical Infra Engineer,Branch/Directorate,St Lucia Campus,S01,Engineer Services (P&F),SUP0000000504,,,
5141040077,,,,,,,,,,NEW5141040077,Grounds (P&F)-Gardening/Grnds Suprvsr,Section/Unit,St Lucia Campus,S01,Grounds (P&F),SUP0000000504,,,
514,,,,,,,,,,SUP0000000682,Grounds (P&F)-Senior Supervisor Grounds,Section/Unit,St Lucia Campus,S01,Grounds (P&F),SUP0000000504,,,
5141091556,,,,,,,,,,NEW5141091556,Grounds (P&F)-Administrative Officer,Section/Unit,St Lucia Campus,S01,Grounds (P&F),SUP0000000504,,,
5141256629,,,,,,,,,,NEW5141256629,Grounds (P&F)-Supervisor Grounds,Section/Unit,Gatton Campus,S29,Grounds (P&F),NEW6843041619,,,
5143022990,,,,,,,,,,NEW5143022990,Grounds (P&F)-Farm Labourer,Section/Unit,St Lucia Campus,S01,Grounds (P&F),SUP0000000682,,,
521,,,,,,,,,,SUP0000000682,Security (P&F)-Administrative Manager,Section/Unit,St Lucia Campus,S01,Security (P&F),SUP0000000504,,,
5211119935,,,,,,,,,,NEW5211119935,Security (P&F)-Security Supervisor,Section/Unit,St Lucia Campus,S01,Security (P&F),SUP0000000504,,,
5211119942,,,,,,,,,,NEW5211119942,Security (P&F)-Security Supervisor,Section/Unit,St Lucia Campus,S01,Security (P&F),SUP0000000504,,,
5211139526,,,,,,,,,,NEW5211139526,Security (P&F)-Technical Officer,Section/Unit,St Lucia Campus,S01,Security (P&F),SUP0000000504,,,
528,,,,,,,,,,SUP0000000618,Nutrit and Food Sciences-Institute Centre Director,Division,St Lucia Campus,S01,Nutrit and Food Sciences,SUP0000000434,,,
5283018943,,,,,,,,,,NEW5283018943,Nutrit and Food Sciences-Professorial Research Fellow,Division,St Lucia Campus,S01,Nutrit and Food Sciences,SUP0000000618,,,
5283019288,,,,,,,,,,NEW5283019288,Nutrit and Food Sciences-Senior Research Administrator,Division,St Lucia Campus,S01,Nutrit and Food Sciences,SUP0000000618,,,
5283022497,,,,,,,,,,NEW5283022497,Nutrit and Food Sciences-Senior Research Fellow,Division,Gatton Campus,S29,Nutrit and Food Sciences,SUP0000000618,,,
5283022498,,,,,,,,,,NEW5283022498,Nutrit and Food Sciences-Principal Research Fellow,Division,H & F Sci Prec Coop Plain,S77,Nutrit and Food Sciences,SUP0000000618,,,
5283022516,,,,,,,,,,NEW5283022516,Nutrit and Food Sciences-Senior Research Fellow,Division,H & F Sci Prec Coop Plain,S77,Nutrit and Food Sciences,SUP0000000618,,,
5283022517,,,,,,,,,,NEW5283022517,Nutrit and Food Sciences-Senior Research Fellow,Division,Gatton Campus,S29,Nutrit and Food Sciences,SUP0000000618,,,
5283024836,,,,,,,,,,NEW5283024836,Nutrit and Food Sciences-Research Fellow,Division,St Lucia Campus,S01,Nutrit and Food Sciences,SUP0000000618,,,
5283028508,,,,,,,,,,NEW5283028508,Nutrit and Food Sciences-Unpaid Functional Reports To,Division,St Lucia Campus,S01,Nutrit and Food Sciences,SUP0000000618,,,
5283048639,,,,,,,,,,NEW5283048639,Nutrit and Food Sciences-Centre Manager,Division,St Lucia Campus,S01,Nutrit and Food Sciences,NEW5283022498,,,
5371255190,,,,,,,,,,NEW5371255190,Aust Inst Bioeng Nanotech-Deputy Director (Operations),Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373005244,,,,,,,,,,NEW5373005244,Aust Inst Bioeng Nanotech-Senior Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
537,,,,,,,,,,SUP00000007,Aust Inst Bioeng Nanotech-Institute Director,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000001,,,
5373012527,,,,,,,,,,NEW5373012527,Aust Inst Bioeng Nanotech-Finance Manager,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5371255190,,,
5373012938,,,,,,,,,,NEW5373012938,Aust Inst Bioeng Nanotech-Infrastructure Manager,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5371255190,,,
5373013611,,,,,,,,,,NEW5373013611,Aust Inst Bioeng Nanotech-Professorial Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373014722,,,,,,,,,,NEW5373014722,Aust Inst Bioeng Nanotech-Research Grants Manager,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5371255190,,,
5373016634,,,,,,,,,,NEW5373016634,Aust Inst Bioeng Nanotech-IT Manager,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5371255190,,,
5373017057,,,,,,,,,,NEW5373017057,Aust Inst Bioeng Nanotech-Human Resources Manager,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5371255190,,,
5373017925,,,,,,,,,,NEW5373017925,Aust Inst Bioeng Nanotech-Senior Research Manager,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373049013,,,
5373019362,,,,,,,,,,NEW5373019362,Aust Inst Bioeng Nanotech-Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373048941,,,
5373021201,,,,,,,,,,NEW5373021201,Aust Inst Bioeng Nanotech-Professorial Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373021373,,,,,,,,,,NEW5373021373,Aust Inst Bioeng Nanotech-Administration Officer,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000001,,,
5373021546,,,,,,,,,,NEW5373021546,Aust Inst Bioeng Nanotech-Institute Centre Director,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373021789,,,,,,,,,,NEW5373021789,Aust Inst Bioeng Nanotech-Finance Officer,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373012527,,,
5373022074,,,,,,,,,,NEW5373022074,Aust Inst Bioeng Nanotech-Finance Officer,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373012527,,,
5373023910,,,,,,,,,,NEW5373023910,Aust Inst Bioeng Nanotech-Deputy Director,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373024048,,,,,,,,,,NEW5373024048,Aust Inst Bioeng Nanotech-Professorial Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373024284,,,,,,,,,,NEW5373024284,Aust Inst Bioeng Nanotech-Stemformatics Web Developer,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373024602,,,,,,,,,,NEW5373024602,Aust Inst Bioeng Nanotech-Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373036733,,,
5373025132,,,,,,,,,,NEW5373025132,Aust Inst Bioeng Nanotech-Senior Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373035588,,,
5373026641,,,,,,,,,,NEW5373026641,Aust Inst Bioeng Nanotech-Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373046113,,,
5373026669,,,,,,,,,,NEW5373026669,Aust Inst Bioeng Nanotech-Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373029536,,,
5373026701,,,,,,,,,,NEW5373026701,Aust Inst Bioeng Nanotech-Industry Engagment Manager,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373026724,,,,,,,,,,NEW5373026724,Aust Inst Bioeng Nanotech-Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373021546,,,
5373027276,,,,,,,,,,NEW5373027276,Aust Inst Bioeng Nanotech-Research Officer,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373013611,,,
5373027316,,,,,,,,,,NEW5373027316,Aust Inst Bioeng Nanotech-Deputy Director (Academic),Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373027720,,,,,,,,,,NEW5373027720,Aust Inst Bioeng Nanotech-Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373024048,,,
5373027776,,,,,,,,,,NEW5373027776,Aust Inst Bioeng Nanotech-Principal Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373027841,,,,,,,,,,NEW5373027841,Aust Inst Bioeng Nanotech-Professor,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373027973,,,,,,,,,,NEW5373027973,Aust Inst Bioeng Nanotech-Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373028204,,,,,,,,,,NEW5373028204,Aust Inst Bioeng Nanotech-Executive Assistant,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5371255190,,,
5373028520,,,,,,,,,,NEW5373028520,Aust Inst Bioeng Nanotech-Unpaid Functional Reports To,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373029536,,,
5373028580,,,,,,,,,,NEW5373028580,Aust Inst Bioeng Nanotech-Scholar Functional Reports To,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373029536,,,
5373029071,,,,,,,,,,NEW5373029071,Aust Inst Bioeng Nanotech-Deputy Director,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373029302,,,,,,,,,,NEW5373029302,Aust Inst Bioeng Nanotech-VC's Research and Teach Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373029536,,,,,,,,,,NEW5373029536,Aust Inst Bioeng Nanotech-VC's Research and Teach Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373030428,,,,,,,,,,NEW5373030428,Aust Inst Bioeng Nanotech-Comms & Marketing Manager,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5371255190,,,
5373032013,,,,,,,,,,NEW5373032013,Aust Inst Bioeng Nanotech-Professorial Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373033360,,,,,,,,,,NEW5373033360,Aust Inst Bioeng Nanotech-Affiliate Group Leader,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373029536,,,
5373034485,,,,,,,,,,NEW5373034485,Aust Inst Bioeng Nanotech-Advance QLD Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373035588,,,
5373034507,,,,,,,,,,NEW5373034507,Aust Inst Bioeng Nanotech-Business Dev and Snr Admin Off,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373017925,,,
5373035028,,,,,,,,,,NEW5373035028,Aust Inst Bioeng Nanotech-Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373035588,,,,,,,,,,NEW5373035588,Aust Inst Bioeng Nanotech-VC's Senior Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373035738,,,,,,,,,,NEW5373035738,Aust Inst Bioeng Nanotech-Group Leader,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373036354,,,,,,,,,,NEW5373036354,Aust Inst Bioeng Nanotech-Senior Group Leader,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373036362,,,,,,,,,,NEW5373036362,Aust Inst Bioeng Nanotech-Senior Group Leader,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373036391,,,,,,,,,,NEW5373036391,Aust Inst Bioeng Nanotech-Postdoctoral Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373036354,,,
5373036605,,,,,,,,,,NEW5373036605,Aust Inst Bioeng Nanotech-Senior Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373036731,,,,,,,,,,NEW5373036731,Aust Inst Bioeng Nanotech-Senior Group Leader,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373036733,,,,,,,,,,NEW5373036733,Aust Inst Bioeng Nanotech-Senior Group Leader,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373037201,,,,,,,,,,NEW5373037201,Aust Inst Bioeng Nanotech-Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373036731,,,
5373037547,,,,,,,,,,NEW5373037547,Aust Inst Bioeng Nanotech-Science Writer,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW4843046226,,,
5373037822,,,,,,,,,,NEW5373037822,Aust Inst Bioeng Nanotech-CSIRO-AIBN Postdoc Res Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373029071,,,
5373037829,,,,,,,,,,NEW5373037829,Aust Inst Bioeng Nanotech-UQ Development Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373037974,,,,,,,,,,NEW5373037974,Aust Inst Bioeng Nanotech-Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373038623,,,,,,,,,,NEW5373038623,Aust Inst Bioeng Nanotech-Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373032013,,,
5373038831,,,,,,,,,,NEW5373038831,Aust Inst Bioeng Nanotech-Advance QLD Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373021201,,,
5373038872,,,,,,,,,,NEW5373038872,Aust Inst Bioeng Nanotech-Research Fellow/Res Ops Mgr,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373038965,,,,,,,,,,NEW5373038965,Aust Inst Bioeng Nanotech-Postdoctoral Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373021546,,,
5373039348,,,,,,,,,,NEW5373039348,Aust Inst Bioeng Nanotech-Senior Group Leader,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373039831,,,,,,,,,,NEW5373039831,Aust Inst Bioeng Nanotech-Senior Administrative Officer,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373021546,,,
5373040009,,,,,,,,,,NEW5373040009,Aust Inst Bioeng Nanotech-Professorial Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373040439,,,,,,,,,,NEW5373040439,Aust Inst Bioeng Nanotech-ARC DECRA,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373036362,,,
5373040935,,,,,,,,,,NEW5373040935,Aust Inst Bioeng Nanotech-ARC Future Fellow & Group Lead,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373041923,,,,,,,,,,NEW5373041923,Aust Inst Bioeng Nanotech-CSIRO SynBio Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373042714,,,,,,,,,,NEW5373042714,Aust Inst Bioeng Nanotech-Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373032013,,,
5373043139,,,,,,,,,,NEW5373043139,Aust Inst Bioeng Nanotech-Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373036605,,,
5373044681,,,,,,,,,,NEW5373044681,Aust Inst Bioeng Nanotech-UQ Amplify Fellow & Group Lead,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373045327,,,,,,,,,,NEW5373045327,Aust Inst Bioeng Nanotech-Chair Precision Nanomedicine,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373045686,,,,,,,,,,NEW5373045686,Aust Inst Bioeng Nanotech-ARC DECRA,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373036362,,,
5373046113,,,,,,,,,,NEW5373046113,Aust Inst Bioeng Nanotech-Professor,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373046600,,,,,,,,,,NEW5373046600,Aust Inst Bioeng Nanotech-Senior Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373021546,,,
5373048671,,,,,,,,,,NEW5373048671,Aust Inst Bioeng Nanotech-Deputy Director (Research),Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373048941,,,,,,,,,,NEW5373048941,Aust Inst Bioeng Nanotech-ARC Laureate Fellow,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,SUP00000007,,,
5373049013,,,,,,,,,,NEW5373049013,Aust Inst Bioeng Nanotech-Affiliate Professor,Faculty or equivalent,St Lucia Campus,S01,Aust Inst Bioeng Nanotech,NEW5373023910,,,
5393003137,,,,,,,,,,NEW5393003137,Qld Brain Institute-Australian Professorial Fellow,Faculty or equivalent,St Lucia Campus,S01,Qld Brain Institute,SUP00000007,,,
5393006805,,,,,,,,,,NEW5393006805,Qld Brain Institute-Flow Cytometry Coordinator,Faculty or equivalent,St Lucia Campus,S01,Qld Brain Institute,NEW5393006948,,,
5393006948,,,,,,,,,,NEW5393006948,Qld Brain Institute-Scientific Services Manager,Faculty or equivalent,St Lucia Campus,S01,Qld Brain Institute,NEW5393011880,,,
5393007058,,,,,,,,,,NEW5393007058,Qld Brain Institute-Professorial Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Qld Brain Institute,SUP00000007,,,
5393008538,,,,,,,,,,NEW5393008538,Qld Brain Institute-Deputy Director (Research),Faculty or equivalent,St Lucia Campus,S01,Qld Brain Institute,SUP00000007,,,
5393008592,,,,,,,,,,NEW5393008592,Qld Brain Institute-Senior Research Officer,Faculty or equivalent,St Lucia Campus,S01,Qld Brain Institute,SUP00000007,,,
5393008593,,,,,,,,,,NEW5393008593,Qld Brain Institute-Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Qld Brain Institute,NEW5393028417,,,
5393008823,,,,,,,,,,NEW5393008823,Qld Brain Institute-ARC Australian Laureate Fellow,Faculty or equivalent,St Lucia Campus,S01,Qld Brain Institute,SUP00000007,,,
5393009351,,,,,,,,,,NEW5393009351,Qld Brain Institute-Deputy Director,Faculty or equivalent,St Lucia Campus,S01,Qld Brain Institute,SUP00000007,,,
